Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount,PublishedAt,Channel Id,Channel Title,Tags,Thumbnail Default,ImageText,ContainsText
YqQkLNX3MkI,b'Gran Prix Due Torri 1994 Bologna: 1\xc2\xb0 Posto Antonio Mirante',b' ',24,1,7937,0,4,2011-09-13T16:47:32.000Z,UC5rr8AMYBr9H7zDJSTaw4Ww,PalestraMirante,"['Antonio', '1']",b'https://i.ytimg.com/vi/YqQkLNX3MkI/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
NDGMyw1h0vs,b'SECRETS TO A BIGGER STRONGER CHEST - REECE TOMLINSON',"b'Up and coming Australian Fitness Model, Reece Tomlinson, shows you his 3 top suggested chest exercises and shows you how to perform them in ways that will promote the best growth and development.\n\nFor more updates subscribe to this YouTube channel\n\n""Like"" on Facebook:\nhttp://www.facebook.com/pages/Reece-Tomlinson-Fitness/372273676169583?ref=hl\n\nFollow me on instagram:\nReeceTomlinsonFitness'",98,2,7930,0,7,2013-03-12T08:39:26.000Z,UC5n-vHtCL2va_-ZbLsnf-Pg,Reece Tomlinson,"['training', 'gym', 'weight', 'loss', 'fitness', 'expert', 'model', 'workout', 'chest', 'big', 'build', 'bodybuilding', 'exercise', 'health', 'muscle', 'body', 'lose', 'gain', 'bodybuilder', 'fit', 'personal', 'gains', 'lean', 'nutrition', 'diet', 'smart', 'posing', 'trainer', 'flex', 'healthy', 'pack', 'six', 'abs']",b'https://i.ytimg.com/vi/NDGMyw1h0vs/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
Z3sTtagk9I4,"b""Huggy's Gym""","b""BBC at Huggy's gym""",17,2,7924,0,1,2012-11-04T19:15:39.000Z,UCYB9FzQShaL1SMo32tl3OxA,huggy osman,"['BBCNewsChannel', '1700']",b'https://i.ytimg.com/vi/Z3sTtagk9I4/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
0ZCPndgUWFk,b'Introduction to Bodyweight Training (Teen Wolf Theme)',"b""If you are looking for a way to get fit and workout without spending money on gym memberships or weights then body weight training or progressive calisthenics is perfect for you. This video is to show that body weight training can offer a workout for free anywhere anytime and that there is a variation of each exercise for you whether you are a beginner or seasoned athlete. All you need to do is find what works for you and be positive and persistent in your training and you will see results. \n\nAlso I gave it a Teen Wolf theme as it is one of my favorite shows and I have always been inspired by shows and movies where people do amazing things. Whether it was Scott Mccall doing One Arm Chin Ups on Teen Wolf or watching others who train with Calisthenics doing Handstand Pushups I have always been inspired by others and hope to do the same for someone else. \n\nIf you are interested checkout some of my other videos and subscribe for future ones. \n\nOvercome Backflip Fear!\nhttp://youtu.be/E3Cad3JnM3A\n\nLearn to solve a Rubik's Cube\nhttps://youtu.be/d5Bbt9_Iil4""",66,1,7922,0,2,2014-07-09T18:07:03.000Z,UCNhxmPM_S6RaesK8E9FJYEg,SimpleCalisthenics,"['Bodyweight Exercise', 'Physical Exercise (Interest)', 'Teen Wolf (TV Program)', 'Progressive Calisthenics', 'Workout', 'Fitness', 'Fitness (Media Genre)', 'Training']",b'https://i.ytimg.com/vi/0ZCPndgUWFk/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
cOqKeYB1jx4,b'High Reps VS Low Reps For Building Muscle With Hugo & Rodzilla',"b'http://www.HugoRivera.net - High Reps VS Low Reps For Building Muscle With Hugo & Rodzilla | Rodney (aka Rodzilla) & Hugo discuss whether high reps or low reps are better for building muscle.\n\nIt is best to use both high reps and low reps in order to build muscle optimally. So basically you use periodization in which should do loading phases (3-4 weeks) in which you do higher reps (10-15 reps...sometimes going as high as 20-30 reps). Research indicates that you do get hypertrophy even at the higher rep ranges. And then you should do a Growth Phase in which you cut down on the volume (limiting sets to 10 total per body part; example: 4 sets of exercise #1 and then 3 sets for exercises #2 and #3) and then in terms of reps 5-8 reps. \n\nKeep in mind that you need to change your routines in order to keep the results coming. By following periodization principles, you will be able to avoid overtraining. Try to finish your workouts within 60 minutes in order to keep your testosterone levels high and cortisol levels low. That, combined with proper form and muscle tension will give you the best results possible. \n\nClick here for a sample periodized routine: http://www.hugorivera.net/natural-bodybuilding-routine-with-periodization.html\n\nHope that this bodybuilding tip helps. Please let me know what other tips you would like us to talk about. \n\nUntil next time, take care and train hard!\n\nBecome a fan: http://www.facebook.com/hugorivera.net\n\nFor more information on the subject and FREE articles on Training, Nutrition, and Supplementation please visit http://www.HugoRivera.net where you can also sign up to my FREE Weekly Newsletter and by doing so, you get a FREE E-book that shows you How to Gain Muscle as You Get Your Abs.\n\nIf you find the information of this channel useful, please feel free to check out any of my best selling natural bodybuilding and fitness publications here:\n\nhttp://www.hugorivera.net/hugo-riveras-best-selling-natural-bodybuilding-fitness-publications.html'",111,1,7919,0,21,2015-07-11T20:22:45.000Z,UCSkDINSXHkseoIqJFfOxPFQ,HugoRiveraFitness,"['high reps vs low reps for building muscle', 'bodybuilding tip', 'natural bodybuilding', 'rodzilla', 'hugo rivera', 'fitness', 'Weight Training (Hobby)', 'Bodybuilding (Sport)']",b'https://i.ytimg.com/vi/cOqKeYB1jx4/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
E-yuD8DunlQ,b'Ifbb France 2014 - No pain No gain.',"b""https://www.facebook.com/jojo.jess.7798\n\nTraining et Finale IFBB-France 2014.\nPremier pas et Men's physique -174cm""",25,3,7910,0,4,2014-04-22T00:22:09.000Z,UCD42ED1e7EBn47FJqMGGqZg,Zadigue Jonathan,"['#bodybuilding', '#mensphysique', '#sixpack', '#fitness', '#nopainnogain', '#muscle', '#workout', '#workhard', '#beastmode', '#determination', '#aesthetic', '#ifbb']",b'https://i.ytimg.com/vi/E-yuD8DunlQ/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
bOyD3kwA5Ds,b'Clean Movements',b'Clean Movements:\r\n\r\nHigh Hang Shrug\r\nHang Muscle Clean\r\nHang Power Clean\r\nPower Clean\r\nPower Clean + Jerk\r\nHang Clean\r\nClean\r\nClean + Jerk\r\n\r\n*A power clean is where the athlete receives the bar at a squat depth of less than 90 degrees. A clean is where the athlete receives the bar in a full squat. \r\n\r\nMake sure proper technique is consistently performed before going up in weight. Technique is of the utmost importance when it comes to Olympic style lifts.',24,0,7906,0,7,2008-11-12T18:44:26.000Z,UCbTrBMCIZMMxz5R45VZeCVg,Stephane Rochet,"['University', 'of', 'San', 'Diego', 'Sports', 'Performance', 'Clean', 'and', 'Jerk', 'Natalie', 'Woolfolk', 'Rochet']",b'https://i.ytimg.com/vi/bOyD3kwA5Ds/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
qho8HsRdZzY,b'Shawn Porter Sparring for Paulie Malignaggi',"b'IBF welterweight champion of \nthe world Shawn ""Showtime"" Porter is in San \nCarlos, CA at the Undisputed Boxing Gym \npreparing for his first title defense April 19 at \nthe DC Armory in Washington, D.C. against \nPaulie ""Magic Man"" Malignaggi. Unusual for champion. Maxboxing.com takes you into Porter\'s camp at San Carlos, CA\'s Undisputed Boxing Gym on a day of sparring.'",61,7,7904,0,24,2014-03-24T22:09:03.000Z,UCEVVENPnHv-kcp2PqQuJvHg,SecondsOut,"['boxing', 'secondsout', 'seconds out', 'combat', 'sport', 'sports', 'Combat Sport (Sport)', 'Shawn Porter (Person)', 'Sparring']",b'https://i.ytimg.com/vi/qho8HsRdZzY/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
qKCx3RWm8Rc,b'Schr\xc3\xa4ngbankdr\xc3\xbccken mit der Kurzhantel',"b'http://www.personaltrainer-karlsruhe.de. 0721/490 38 13Andreas Trienbacher, Personaltrainer & Onlinecoach erkl\xc3\xa4rt die \xc3\x9cbung Schr\xc3\xa4gbankdr\xc3\xbccken mit der Kurzhantel.'",17,0,7903,0,6,2010-07-29T13:26:55.000Z,UCtjKlhn-1Di-ekQToNQpCvQ,Personaltrainer Karlsruhe Andreas Trienbacher,"['günstiges Whey', 'Andreas Trienbacher', 'Schrägbankdrücken', 'Sixpack', 'Fitness', 'Trainingsplan Kraft', 'Muskelaufbau', 'Mastertrainer', 'Onlinecoach', 'Personaltrainer', 'fitness', 'Brustmuskeltraining', 'Trainingsplan Bizeps', 'workout', 'Low Carb', 'Trainingsplan six Pack', 'Fitness Rezepte', 'instruction', 'health', 'Fitness Trainer', 'Trainingsplan Brust']",b'https://i.ytimg.com/vi/qKCx3RWm8Rc/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
m6Slg7ErNV4,"b'Maryana Naumova, bench press 135@75 kgs (WPC Worlds 2013)'",b'',24,10,7903,0,1,2013-11-11T13:56:59.000Z,UCjW8aqfGCnUQ3MlcAEGBj6w,RussianPowerlifting,"['Bench', 'Powerlifting', 'Bench (Organization)']",b'https://i.ytimg.com/vi/m6Slg7ErNV4/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
pkFklgNU_0w,b'EMANUEL BEKAJ Vs.Piere Hoffman KICKBOX-THAIBOX/LIMANI GYM',b'GEWINNER EMANUEL BEKAJ DURCH TKO IN DER 1.RUNDE\r\n\r\nOpen air gala in m\xc3\xbcnster',9,1,7900,0,3,2008-08-17T13:47:48.000Z,UC5teO_3U2qqMfk3U-jISytw,elvisb1988,"['mirdi', 'limani', 'unikkatil', 'gym', 'kosovo', 'bözemann', 'hanau', 'frankfurt', 'köln', 'kosova', 'albania', 'albanien', 'emanuel', 'bekaj', 'kickboxen', 'thaiboxen']",b'https://i.ytimg.com/vi/pkFklgNU_0w/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
T1bRXLck7Eg,b'Manolis Karamanlakis - Mini Interview 2/6/2013',b'',17,0,7900,0,0,2013-06-04T12:33:10.000Z,UC2X-pSqzfLJr4mdYKDHgUQA,BodybuildinggrTV,"['Karamanlakis', 'bodybuilding.gr', 'eosd']",b'https://i.ytimg.com/vi/T1bRXLck7Eg/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
-I5keEtFOJA,b'Iso Pro 97 Review: MyProtein Whey Isolate Review',"b""ISO Pro 97 More Info - http://tidd.ly/cae45035\nSave up to 50% http://cheapproteindiscountcodes.co.uk\nhttp://www.shreddybrek.com/5-percent-discount - 5% DISCOUNT - MP71570\nSubscribe http://www.youtube.com/subscription_center?add_user=Shreddybrek \nLike http://www.facebook.com/shreddybreklol\nFollow http://www.shreddybrek.com\n\nIso Pro 97 Review. In this supplement review, im looking at the newest MyProtein Whey Isolate, the ISO Pro 97. This My Protein Whey Isolate review looks at what separates the ISO Pro 97 apart from Myprotein Whey Isolate. In this ISO Pro 97 review I explore the nutritional value in this whey protein isolate, and give my thoughts on this protein powder.\n\nIf you'd like to give the ISO Pro 97 a try, or are interested in myprotein whey isolate protein powder, you can get them at a discounted price using a my protein discount code found at http://cheapproteindiscountcodes.co.uk""",40,4,7895,0,8,2014-01-13T14:43:09.000Z,UCDaaD_Bj0pPq-p1D73vw_zw,shreddybrek,"['myprotein discount code', 'my protein discount code', 'my protein impact whey', 'my protein voucher code', 'myprotein review', 'myprotein code', 'myprotein voucher', 'my protein whey', 'my protein shakes', 'myprotein reviews', 'protein powder review', 'best protein shake', 'cheap whey protein', 'supplement review', 'whey protein isolate review', 'ISO Pro 97 review', 'whey isolate review', 'myprotein whey isolate review', 'myprotein whey isolate pro 97', 'best whey isolate', 'Whey Protein Isolate']",b'https://i.ytimg.com/vi/-I5keEtFOJA/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
cZc5CTNOORo,b'Nessential Motivation - BE welcomes Marco Strub Natural Bodybuilder',b'Wir heissen den Athlet Marco Strub willkommen und freuen uns auf die zusammen Arbeit.\n\nWir bieten euch:\n\nOnline Shopping\nOnline Coaching \nPersonaltraining \nand more!!!!\nLink: http://www.nessential.ch/?sPartner=Marco+Strub\n\nFacebook Nessential Nutrition:\nhttps://www.facebook.com/nessentialnutrition?fref=ts\n\nFacebook Marco Strub Natural Bodybuilder:\nhttps://www.facebook.com/pages/Marco-Strub-Natural-Bodybuilder/1403865396508178?ref=hl\n\nAlso schaut vorbei und bleibt Fit.\n\nEuer Nessential-Team',32,8,7893,0,4,2014-06-26T17:05:51.000Z,UCpGKgLMSoi66b3CD6wg_3cg,Marco Strub,"['Tim Gabel', 'Chris Lavado', 'Bodybuilding (Sport)', 'Matt Ogust', 'Marco Strub', 'Mischa Janiec', 'Sergi Constance', 'Patrick Reiser', 'Jeff Seid', 'Karl Ess', 'Rich Piana', 'Tavi Castro', 'Lazar Angelov', 'Alon Gabbay', 'International Federation Of Bodybuilding Fitness Organization', 'Natural Bodybuilding', 'Aesthetic Bodybuilding', 'Workout', 'Muscle', 'Eder Oliveira', 'Nessential', 'Fitness', 'Bodybuilding', 'Weight Training (Hobby)', 'Bodybuilding Supplement Medical Treatment', 'Jaco De Bruyn', 'Fitness (Magazine)']",b'https://i.ytimg.com/vi/cZc5CTNOORo/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
b8e83kuTGDU,b'Spot the squat using a free rack',"b'Achim Albrecht hosts ""How to spot the squat"" at CFPH'",14,3,7891,0,0,2010-11-22T21:06:09.000Z,UC0AuUC296W5h-F9rlcHYh3g,crossfitph,"['CrossFit', 'Squatting', 'Safety']",b'https://i.ytimg.com/vi/b8e83kuTGDU/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
3bIY0tE_oVo,b'Norik Vardanian - 2008 Arnold Part 2',b'Norik Vardanian - Clean and Jerk Warm-ups and contest lifts at the 2008 Arnold/Nationals.',21,1,7889,0,6,2008-03-04T01:21:18.000Z,UCMNHcs-tUKZcAAe3paMuyJA,ryan7171986,"['Norik', 'Vardanian', 'Olympic', 'Weightlifting']",b'https://i.ytimg.com/vi/3bIY0tE_oVo/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
JCBU-lx1Hew,b'GYROTONIC\xc2\xae Exercises for Tennis players. 954-630-8008',"b'tennis-foundation for fitness: low impact, multi-dimentional exrcises. long lean, light muscless. flexibility, strenght, range of motion, joints articulations, weight-resistant, no weightlifting exercises, coordination. www.adancea.com'",23,0,7886,0,0,2011-04-09T03:25:46.000Z,UCE65-LaBgXQVpBXoXuxwkYw,nataliaevg1,"['tennis', 'fitness', 'and', 'body', 'conditioning', 'www.adancea.com']",b'https://i.ytimg.com/vi/JCBU-lx1Hew/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
d0MZqaYyg9E,b'Trainingsplan f\xc3\xbcr Muskelaufbau - mehr Muskeln bekommen! KARL-ESS.COM',"b'\xe2\x96\xba Die besten Supplements, hergestellt in Deutschland (100% pflanzlich): http://www.ProFuel.de\n\n\xe2\x96\xbc\xe2\x96\xbc\xe2\x96\xbc meine Empfehlungen f\xc3\xbcr euch \xe2\x96\xbc\xe2\x96\xbc\xe2\x96\xbc\n\n\xe2\x96\xba Fitness-Bekleidung vom GYM AESTHETICS: http://bit.ly/1taaGdV\n\nDeutschlands erfolgreichstes Online Bodytransformationsprogramm f\xc3\xbcr Muskelaufbau: \n\xe2\x96\xba \n\nWenn du weniger als 2 Jahre trainierst, wirst du mit meinem Programm\nenorme Fortschritte beim Muskelaufbau und beim Fettabbau machen!\n\nWenn Du schon l\xc3\xa4nger als 2 Jahre im Fitness-Studio trainierst, ist das\nfortgeschrittene Programm f\xc3\xbcr Dich richtig: \n\xe2\x96\xba http://ow.ly/uHHQp\n\n\xe2\x96\xba\xe2\x96\xba Diese Produkte verwende ich in meinem Fitness-Lifestyle \xe2\x97\x84\xe2\x97\x84\n\n\xe2\x96\xba VoltGear Resistance Bands (zum Aufw\xc3\xa4rmen & Trainieren): http://www.voltgear.org\n\xe2\x96\xba Doc Weingart Active Drink, Elementar und Reset f\xc3\xbcr mehr Leistungsf\xc3\xa4higkeit im Alltag, im Beruf und beim Sport: http://bit.ly/1vnry1A\nmit dem Code ""KARL"" bekommst Du 10% Rabatt beim Einkauf\n\xe2\x96\xba Superfoods, Trockenfr\xc3\xbcchte & mehr: http://www.korodrogerie.com\n\xe2\x96\xba Sporttaschen und Zubeh\xc3\xb6r von SEBROSPORTS: http://bit.ly/1DlXqaL\n\xe2\x96\xba Ab 18 \xe2\x82\xac/Monat trainieren, in hochwertigen Studios: http://fit-one.de/\n\xe2\x96\xba mehr zum Thema Schlafoptimierung: http://bit.ly/1vCW0IM\n\xe2\x96\xba \n\xe2\x96\xba LikeMeat Schreddies \xe2\x80\x93 das Fleisch von Morgen, 100% Pflanzlich: http://bit.ly/1zEiHbO\n\xe2\x96\xba Die Produktsuchmaschine in den Bereichen Sport, Fitness, Bodybuilding und Gesundheit: http://bit.ly/1AJAAJ5\n\nBleib auf dem Laufenden und verfolge meine Social Media Kan\xc3\xa4le:\nInstagram: https://instagram.com/karl_ess/\nFacebook: http://fb.com/esskarl\nHomepage: http://www.karl-ess.com\n\n\xe2\x96\xba\xe2\x96\xba\xe2\x96\xba Abonniert meine Jungs \xe2\x97\x84\xe2\x97\x84\xe2\x97\x84\nInscope21: http://bit.ly/1rHZExo\nRalf Saettele: http://bit.ly/1qwCmIV\nPhillip Zwoll: http://bit.ly/1qUbPlm\nErcan Demir: http://bit.ly/1ByyxLr\nBen Sattinger: http://bit.ly/1mBhyjn \nTim Gabel: http://bit.ly/1j6A1nD\n\nMusik & Lizenz: http://www.karl-ess.com/musik\n\n\nMein Trainingsplan f\xc3\xbcr Muskelaufbau hat ein klares Ziel: Mehr Muskeln bekommen. Damit der Trainingsplan f\xc3\xbcr Muskelaufbau funktioniert, musst ich den Plan mindestens zu 90% einhalten. Die einzelnen \xc3\x9cbungen f\xc3\xbcr den Muskelaufbau Trainingsplan habe ich so gew\xc3\xa4hlt, dass ich damit meine schw\xc3\xa4cheren Muskeln nach vorne bringe und die gut entwickeln Muskeln weniger trainiere. Nat\xc3\xbcrlich werde ich mit so einem Trainingsplan nicht nur mehr Muskeln bekommen, sondern so ein Muskelaufbau Trainingsplan sorgt auch daf\xc3\xbcr, dass ich st\xc3\xa4rker werde. Ihr k\xc3\xb6nnt meinen Muskelaufbau Trainingsplan so nehmen wie er ist und damit gute Erfolge erzielen. Auf der anderen Seite solltet ihr auch Zeit haben 4 oder 5 Mal pro Woche ins Muskelaufbau Training zu gehen.\n\n#687'",175,8,7883,0,34,2013-02-15T14:00:14.000Z,UCtg17AAUcgsfmTZ7cOojgpA,Karl Ess,"['training', 'body', 'workout', 'fitness', 'bodybuilding', 'muscle', 'gewichtheben', 'bodybuilder', 'motivation bodybuilding', 'bodybuilding motivation', 'muskelaufbau', 'muskeln', 'muskel', 'body transformation', 'pumpen', 'kurzhantel', 'muscles', 'hantel', 'trainingsplan', 'bodybuilding training', 'krafttraining', 'hanteltraining', 'muskeltraining', 'fitnesstraining', 'bodybuilding extrem', 'extrem bodybuilding', 'natural bodybuilding', 'muskelaufbau ernährung', 'jeff seid']",b'https://i.ytimg.com/vi/d0MZqaYyg9E/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
4pUMR1-hnNs,b'FISICULTURISMO HOMENAJE 2',b'IMAGENES',3,0,7880,0,0,2011-01-17T03:24:22.000Z,UCYIFUuAUB-Pp3QeSB73Ek0Q,yoyana1122,['FISICULTURISTAS'],b'https://i.ytimg.com/vi/4pUMR1-hnNs/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
V1F7Idy8dwA,b'Muscle Building Supplements | Build Muscle Challenge (Vol.4)',"b""http://www.buildmusclechallenge.com/free\r\n\r\nToday we just got our muscle building supplements and we're explaining how each one helps us with our Build Muscle Challenge. Our muscle building supplements include:\r\n- Creatine\r\n- L-Glutamine\r\n- Omega 3 Fatty Acids\r\n- Vitamin C\r\n\r\nIf you're looking to buy Muscle Building Supplements than you should definitely check this video out to see how each one of these muscle building supplements will help you build muscle.\r\n\r\nAlso, as stated in the video muscle building supplements will only account for AT MOST 10% of your muscle gains. \r\n\r\nWhich means 90% of your muscle gains will come from proper diet, workout, and recovery. so make sure you have a proper diet plan, workout plan and recovery plan before you look to add muscle building supplements to the mix.\r\n\r\nLearn Step By Step How I Gained 40lbs in 4 Months just go to: http://www.buildmusclechallenge.com/free""",15,1,7879,0,4,2008-11-19T02:41:38.000Z,UCdMt5dPHR4VIAGBoSwnEfnw,buildmusclechallenge,"['muscle', 'building', 'supplements', 'creatine', 'l-glutamine', 'vitamin']",b'https://i.ytimg.com/vi/V1F7Idy8dwA/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
FzWz9BOcOAA,b'Pumpen ist nichts f\xc3\xbcr Frauen?',"b'Was ist eigentlich Pumpen? Oft als hartes Krafttraining bezeichnet, spielen wir darauf an, dass Frauen keine Angst vorm Krafttraining haben sollen. Wie viele Frauen die du beim Joggen siehst, haben in deinen Augen eine gute Figur? Wie viele Sprinterinnen hingegen haben eine super Figur? Sprinterinnen machen viel Krafttraining. Beim Krafttraining erh\xc3\xb6hst du deine aktive Masse, dass heisst du verbrennst w\xc3\xa4hrend der trainingsfreien Zeit, 24 Std am Tag mehr Kalorien. Also geh endlich Pumpen!\n\nFitnessvideos f\xc3\xbcr ein effektiveres Training. Unsere Vision ist ein ganzheitliches Training f\xc3\xbcr Menschen aller Leistungsstufen anzubieten, um Ihre Ziele zu verwirklichen.\n\nF\xc3\xbcr mehr Videos abonniere unseren Kanal und bleibe up to date - alles kostenlos nat\xc3\xbcrlich! https://www.youtube.com/user/OnlineFitnessVideos?sub_confirmation=1\n\nFolgt uns f\xc3\xbcr Updates auch auf:\nWebsite: http://www.online-fitness-videos.de\nFacebook: https://www.facebook.com/onlinefitnessvideos\nInstagram: http://instagram.com/rb_ftworkouts/\nGoogle:https://plus.google.com/b/111414699011834792181/+OnlineFitnessVideos/videos?pageId=111414699011834792181'",35,0,7879,0,3,2014-08-06T10:46:48.000Z,UCIxuTpUKTiiYJ_AY1-DECtQ,AgeStrong,"['Online Fitness Videos', 'Pumpen ist nichts für Frauen?', 'Pumpen', 'Gewichtheben', 'Frauenfitness', 'stark', 'abnehmen', 'aussehen', 'schön', 'Fitness', 'Fitnessvideos', 'Training', 'Trainieren', 'Übungen', 'Fitnessübungen', 'Muskeln', 'Muskelaufbau', 'Sport', 'Körper', 'Definieren', 'Muskeltraining', 'Fitnessstudio', 'Fitnessgeräte', 'Trainingsansatz', 'Ganzheitlich']",b'https://i.ytimg.com/vi/FzWz9BOcOAA/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
GAsV9FfLeIM,b'Hockey Workouts : Spring Training',"b'Our hockey pro, Kyle, shows you how to develop your stability, balance, speed, agility, quickness and perfect your hockey stride. These 4 workouts will help you tailor your workout in the gym and improve your performance on the ice.'",74,1,7871,0,2,2014-04-16T23:54:00.000Z,UCWlrLfnodWV2Z3A9x3q4Tkg,Steve Nash Fitness World and Sports Club,"['Spring Training (Event)', 'Hockey (Sport)', 'Physical Exercise (Word)', 'sport specific training', 'Physical Exercise (Interest)', 'Ice Hockey (Sport)']",b'https://i.ytimg.com/vi/GAsV9FfLeIM/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
5B3q-hY1mhE,b'1999 94 Kg World Record Snatch',b' ',52,0,7869,0,7,2011-05-31T10:59:45.000Z,UCRcH5zHyTKMdJjorzr7ZvmA,Frank Rothwell,"['1999', '94', 'Kg', 'World', 'Record', 'Snatch']",b'https://i.ytimg.com/vi/5B3q-hY1mhE/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
PVTNMIxnMZ0,"b'EXTREME FITNESS AND AESTHETICS MOTIVATION 2015 LAZAR ANGELOV,STEVE COOK,JEFF SEID,GREG PLITT'",b'Subscribe or share...thanks',31,1,7864,0,3,2015-01-29T15:05:38.000Z,UCKARzEPDUzno0KdRioZTIuA,Aesthetic Bodybuilding,"['Motivation (Quotation Subject)', 'Physical Fitness (Industry)', 'Lazar Angelov', 'Weight', 'Exercise', 'Muscle', 'Aesthetic', 'Fitness', 'Bodybuilding (Sport)', 'Aesthetics (Field Of Study)', 'Weight Training (Hobby)', 'Fitness (Magazine)', 'Jeff Seid', 'Steve Cook', 'Aziz Shavershian (Deceased Person)', 'Zyzz', 'Lisses Jr.', 'Gym']",b'https://i.ytimg.com/vi/PVTNMIxnMZ0/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
MMEw6tk8Y6s,b'Matthias Botthof - Posing at Nordic Pro 2013',b'Individual Posing of Matthias Botthof at Nordic Pro 2013\nMore on the Nordic Pro: http://www.body-xtreme.com/bodybuilding/search.php?suche=Nordic%20Pro%202013\nMehr zum Nordic Pro: http://www.bodybuilding-magazin.de/bodybuilding-artikel/search.php?suche=Nordic%20Pro%202013',38,3,7861,0,3,2013-09-01T06:12:46.000Z,UCN15StcvCcn8CWzxj5En5Vg,Body-Xtreme,"['Posing', 'Bodybuilding (Sport)', 'Nordic Pro', 'Body-Xtreme', 'Matthias Botthof']",b'https://i.ytimg.com/vi/MMEw6tk8Y6s/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
3eT9t8LT864,b'My Dad Bodybuilding in 1996 *Better Version*',"b'Hey, Thanks for the support on the 1st video. I finally got a better version of the 1st vid. I also have some of my dads other contests from different years on DVD now too so maybe that will be next. ***RATE VIDEO PLEASE*** Thanks'",41,0,7858,0,16,2010-01-22T02:53:06.000Z,UC31gg0Oxyi7TAMe3kPgWe_g,Wade T,"['Bodybuilding', 'Fitness']",b'https://i.ytimg.com/vi/3eT9t8LT864/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
1_Y0kfZ8v6g,b'Bull @ WFC 16.4.2012',b'Bull 5 days out of FIBO',12,5,7851,0,6,2012-04-17T09:02:17.000Z,UCkYgKck1HQDo3SXe52dmhfg,FAST PRO,"['Bull', 'Jari', 'Mentula', 'Kehonrakennus', 'Ifbb', 'Pro', 'Bodybuilding']",b'https://i.ytimg.com/vi/1_Y0kfZ8v6g/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
KFRRkTgpe68,"b""Daniela D'Emilia- Campionato Mondiale IFBB 2009""",b'',17,1,7845,0,2,2009-10-19T12:42:23.000Z,UCiHKZ0HdQDmHHYfQ49Yo90A,danyelina82,"['2009', '10180088']",b'https://i.ytimg.com/vi/KFRRkTgpe68/default.jpg',"{u'regions': [], u'orientation': u'NotDetected', u'language': u'unk'}",False
